"name","caption","description","displayname","errorcontrol","pathname","processid","servicetype","started","startmode","startname","state","status","systemname"
ï»¿"Sense","Windows Defender Advanced Threat Protection Service","¡uWindows Defender ¶i¶¥«Â¯Ù¨¾Å@¡vªA°È¥i³z¹LºÊµø¹q¸£¨Ã¦b¹q¸£¤Wµo¥Í¦w¥þ©Ê¨Æ¥ó®É¦^³ø¡A¥H¨ó§U±z§K©ó¶i¶¥«Â¯Ù¡C","Windows Defender Advanced Threat Protection Service","Normal",""C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe"","0","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"SensorDataService","Sensor Data Service","±q¦UºØ·PÀ³¾¹´£¨Ñ¸ê®Æ","Sensor Data Service","Normal","C:\Windows\System32\SensorDataService.exe","0","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"SensorService","Sensor Service","¥Î¨ÓºÞ²z¤£¦P·PÀ³¾¹¥\¯àªº·PÀ³¾¹ªA°È¡CºÞ²z·PÀ³¾¹ªºÂ²©ö¸Ë¸m¤è¦V (SDO) »P¾úµ{¸ê®Æ¡C¸ü¤J³ø§i¸Ë¸m¤è¦VÅÜ§óªº SDO ·PÀ³¾¹¡C¦pªG¦¹ªA°È¤w°±¤î©Î¤w°±¥Î¡A±N¤£·|¸ü¤J SDO ·PÀ³¾¹¦Ó³y¦¨¤£·|¦Û°Ê±ÛÂà¡C¨Ó¦Û·PÀ³¾¹ªº¾úµ{¸ê®Æ¶°¦X¤]·|°±¤î¡C","Sensor Service","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"SensrSvc","Sensor Monitoring Service","ºÊµø¦U¶µ·PÀ³¾¹¡A¥H¤½¶}¸ê®Æ¤ÎÀHµÛ¨t²Î»P¨Ï¥ÎªÌª¬ºA¶i¦æ½Õ¾ã¡C¦pªG°±¤î©Î°±¥Î³o­ÓªA°È¡AÅã¥Ü¾¹«G«×±NµLªkÀHµÛ¥ú½uª¬ªp¦Ó½Õ¾ã¡C°±¤î³o­ÓªA°È¤]¥i¯à·|¼vÅT¨ä¥L¨t²Î¥\¯à¡C","Sensor Monitoring Service","Normal","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","0","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"SessionEnv","Remote Desktop Configuration","»·ºÝ®à­±³]©wªA°È (RDCS) ­t³d³B²z»P»·ºÝ®à­±ªA°È¤Î»·ºÝ®à­±¬ÛÃöªº³]©w¤Î¤u§@¶¥¬qºûÅ@¬¡°Ê (»Ý­n¨t²Î¤º®e)¡C³o¨Ç¥]¬A¨C¤@¤u§@¶¥¬q¼È¦s¸ê®Æ§¨¡BRD ¥DÃD»P RD ¾ÌÃÒ¡C","Remote Desktop Configuration","Normal","C:\Windows\System32\svchost.exe -k netsvcs -p","2640","Share Process","Running","Manual","localSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"SgrmBroker","¨t²Î¨¾Å@°õ¦æ¶¥¬qºÊµø¾¹¥N²z¤H","Windows ¥­¥x§¹¾ã©ÊªººÊµø»PÃÒ©ú¡C","¨t²Î¨¾Å@°õ¦æ¶¥¬qºÊµø¾¹¥N²z¤H","Normal","C:\Windows\system32\SgrmBroker.exe","2128","Own Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"SharedAccess","Internet Connection Sharing (ICS)","¬°®a¥Îºô¸ô©Î¤p«¬¿ì¤½«Çºô¸ô´£¨Ñºô¸ô¦ì§}ÂàÄ¶¡B©w§}¡B¦WºÙ¸ÑªR©M/©Î¤J«I¹w¨¾ªA°È¡C","Internet Connection Sharing (ICS)","Normal","C:\Windows\System32\svchost.exe -k netsvcs -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"SharedRealitySvc","ªÅ¶¡¸ê®ÆªA°È","³o¶µªA°È¾A¥Î©óªÅ¶¡·Pª¾®×¨Ò","ªÅ¶¡¸ê®ÆªA°È","Normal","C:\Windows\system32\svchost.exe -k LocalService -p","0","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"ShellHWDetection","Shell Hardware Detection","¬°¦Û°Ê¼½©ñµwÅé¨Æ¥ó´£¨Ñ³qª¾¡C","Shell Hardware Detection","Ignore","C:\Windows\System32\svchost.exe -k netsvcs -p","1740","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"shpamsvc","Shared PC Account Manager","Manages profiles and accounts on a SharedPC configured device","Shared PC Account Manager","Normal","C:\Windows\System32\svchost.exe -k netsvcs -p","0","Share Process","Stopped","Disabled","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"smphost","Microsoft Storage Spaces SMP","¸Ë¸ü¡uMicrosoft Àx¦sªÅ¶¡¡vºÞ²z´£¨ÑªÌªºªA°È¡C¦pªG°±¤î©Î°±¥Î¦¹ªA°È¡A±NµLªkºÞ²z¡uÀx¦sªÅ¶¡¡v¡C","Microsoft Storage Spaces SMP","Normal","C:\Windows\System32\svchost.exe -k smphost","0","Own Process","Stopped","Manual","NT AUTHORITY\NetworkService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"SmsRouter","Microsoft Windows SMS ¸ô¥Ñ¾¹ªA°È¡C","®Ú¾Ú³W«h±N°T®§¸ô¥Ñ¨ì¾A·íªº¥Î¤áºÝ¡C","Microsoft Windows SMS ¸ô¥Ñ¾¹ªA°È¡C","Normal","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","0","Share Process","Stopped","Manual","NT Authority\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"SNMPTRAP","SNMP ³]³´","±µ¦¬¥Ñ¥»¾÷©Î»·ºÝÂ²©öºô¸ôºÞ²z³q°T¨ó©w (SNMP) ¥N²zµ{¦¡©Ò²£¥Íªº³´¨À°T®§¡A¨ÃÂà°e¸Ó°T®§µ¹¦b³o­Ó¹q¸£¤W°õ¦æ¤¤ªº SNMP ºÞ²zµ{¦¡¡C¦pªG³o­ÓªA°È³Q°±¤î¡A³o­Ó¹q¸£¤W SNMP ¬°¥Dªºµ{¦¡±N¤£±µ¦¬ SNMP ³´¨À°T®§¡C¦pªG³o­ÓªA°È³Q°±¥Î¡A¥ô¦ó©ú½T¨Ì¦s©ó¥¦ªºªA°È±NµLªk±Ò°Ê¡C","SNMP ³]³´","Normal","C:\Windows\System32\snmptrap.exe","0","Own Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"spectrum","Windows ·Pª¾ªA°È","¨ÏªÅ¶¡·Pª¾¡AªÅ¶¡¿é¤J©M¥þ®§ÂàÄ¶¡C","Windows ·Pª¾ªA°È","Normal","C:\Windows\system32\spectrum.exe","0","Own Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"Spooler","Print Spooler","¦¹ªA°È·|¦h¤u½w½Ä³B²z¦C¦L¤u§@¡A¨Ã³B²z»P¦Lªí¾÷ªº¤¬°Ê¡C¦pªG±zÃö³¬¦¹ªA°È¡A±NµLªk¦C¦L©Î¬Ý¨£±zªº¦Lªí¾÷¡C","Print Spooler","Normal","C:\Windows\System32\spoolsv.exe","1988","Own Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"sppsvc","Software Protection","°w¹ï Windows ¤Î Windows À³¥Îµ{¦¡¡A±Ò¥Î¼Æ¦ì±ÂÅvªº¤U¸ü¡B¦w¸Ë¤Î±j¨î°õ¦æ¥\¯à¡C¦pªG°±¥Î¸ÓªA°È¡A§@·~¨t²Î¤Î¤w±ÂÅvªºÀ³¥Îµ{¦¡¥i¯à·|¥H³qª¾¼Ò¦¡¨Ó°õ¦æ¡C±j¯P«ØÄ³¤£­n°±¥Î³nÅé«OÅ@ªA°È¡C","Software Protection","Normal","C:\Windows\system32\sppsvc.exe","0","Own Process","Stopped","Auto","NT AUTHORITY\NetworkService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"SQLWriter","SQL Server VSS Writer","Provides the interface to backup/restore Microsoft SQL server through the Windows VSS infrastructure.","SQL Server VSS Writer","Normal",""C:\Program Files\Microsoft SQL Server\90\Shared\sqlwriter.exe"","2820","Own Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"SSDPSRV","SSDP Discovery","±´¯Á¨Ï¥Î SSDP ±´¯Á³q°T¨ó©w¥B¤w³s¤Wºô¸ôªº¸Ë¸m¤ÎªA°È¡A¨Ò¦p UPnP ¸Ë¸m¡CÁÙ·|«Å§i¦b¥»¾÷¹q¸£¤W°õ¦æªº SSDP ¸Ë¸m¤ÎªA°È¡C¦pªG°±¤î¦¹ªA°È¡A±N·|µLªk±´¯Á SSDP «¬ªº¸Ë¸m¡C¦pªG³o­ÓªA°È¤w°±¥Î¡A©Ò¦³¨Ì¦s©ó¥¦ªºªA°È³£±NµLªk±Ò°Ê¡C","SSDP Discovery","Normal","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","4848","Share Process","Running","Manual","NT AUTHORITY\LocalService","Running","OK","DESKTOP-TC5H5CS"
ï»¿"ssh-agent","OpenSSH Authentication Agent","Agent to hold private keys used for public key authentication.","OpenSSH Authentication Agent","Normal","C:\Windows\System32\OpenSSH\ssh-agent.exe","0","Own Process","Stopped","Disabled","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"SstpSvc","Secure Socket Tunneling Protocol Service","´£¨Ñ¦w¥þ³q°TºÝ³q¹D³q°T¨ó©w (SSTP) ¨Ï¥Î VPN ³s½u¨ì»·ºÝ¹q¸£ªº¤ä´©¡C¦pªG°±¥Î¦¹ªA°È¡A¨Ï¥ÎªÌ±NµLªk¨Ï¥Î SSTP ¦s¨ú»·ºÝ¦øªA¾¹¡C","Secure Socket Tunneling Protocol Service","Normal","C:\Windows\system32\svchost.exe -k LocalService -p","2784","Share Process","Running","Manual","NT Authority\LocalService","Running","OK","DESKTOP-TC5H5CS"
ï»¿"StateRepository","State Repository Service","¬°À³¥Îµ{¦¡¼Ò«¬´£¨Ñ¥²­nªº°òÂ¦µ²ºc¤ä´©¡C","State Repository Service","Normal","C:\Windows\system32\svchost.exe -k appmodel -p","1924","Share Process","Running","Manual","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"stisvc","Windows Image Acquisition (WIA)","¬°±½´y¾¹»P¼Æ¦ì¬Û¾÷´£¨Ñ¼v¹³Â^¨úªA°È","Windows Image Acquisition (WIA)","Normal","C:\Windows\system32\svchost.exe -k imgsvc","0","Own Process","Stopped","Manual","NT Authority\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"StorSvc","Storage Service","´£¨Ñ¬°Àx¦sªÅ¶¡³]©w»P¥~³¡Àx¦sªÅ¶¡ÂX¥R±Ò¥ÎªA°Èªº¥\¯à","Storage Service","Normal","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","2436","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"svsvc","Spot Verifier","ÀË¬d¥i¯àªºÀÉ®×¨t²Î·l·´¡C","Spot Verifier","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"swprv","Microsoft Software Shadow Copy Provider","ºÞ²zºÏºÐ°Ï³±¼v½Æ»sªA°È©Ò¨ú±oªº¥H³nÅé¬°¥DªººÏºÐ°Ï³±¼v½Æ»s¡C¦pªG°±¤î³o­ÓªA°È¡A´NµLªkºÞ²z¥H³nÅé¬°¥DªººÏºÐ°Ï³±¼v½Æ»s¡C¦pªG°±¥Î³o­ÓªA°È¡A¥ô¦ó©ú½T¨Ì¦s©ó¥¦ªºªA°È±NµLªk±Ò°Ê¡C","Microsoft Software Shadow Copy Provider","Normal","C:\Windows\System32\svchost.exe -k swprv","0","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"SysMain","SysMain","ºûÅ@©M§ï¶i¤@¬q®É¶¡«áªº¨t²Î®Ä¯à¡C","SysMain","Ignore","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","1280","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"SystemEventsBroker","System Events Broker","¨ó½Õ WinRT À³¥Îµ{¦¡ªº­I´º¤u§@°õ¦æ¡C¦pªG°±¤î©Î°±¥Î¦¹ªA°È¡A«h¥i¯à¤£·|Ä²µo­I´º¤u§@¡C","System Events Broker","Normal","C:\Windows\system32\svchost.exe -k DcomLaunch -p","808","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"TabletInputService","Touch Keyboard and Handwriting Panel Service","±Ò¥ÎÄ²±±¦¡Áä½L©M¤â¼g­±ªO¤Îµ§¸ñ¥\¯à","Touch Keyboard and Handwriting Panel Service","Normal","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","3756","Share Process","Running","Manual","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"TapiSrv","Telephony","¬°µ{¦¡´£¨Ñ¹q¸Ü»y­µ API (TAPI) ¤ä´©¡AÅýµ{¦¡¥i¥H±±¨î¥»¾÷¹q¸£¤Wªº¹q¸Ü»y­µ¸Ë¸m¡A©Î³z¹L°Ï°ìºô¸ô±±¨î¤]¦P®É°õ¦æ¸ÓªA°È¤§¦øªA¾¹¤Wªº¹q¸Ü»y­µ¸Ë¸m¡C","Telephony","Normal","C:\Windows\System32\svchost.exe -k NetworkService -p","0","Share Process","Stopped","Manual","NT AUTHORITY\NetworkService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"TermService","Remote Desktop Services","¤¹³\¨Ï¥ÎªÌ¥H¤¬°Ê¤è¦¡³s½u¨ì»·ºÝ¹q¸£¡C»·ºÝ®à­±¤Î»·ºÝ®à­±¤u§@¶¥¬q¥D¾÷¦øªA¾¹³£»Ý­n¨Ì¿à¦¹ªA°È¡C­Y­nÁ×§K±q»·ºÝ¨Ï¥Î³o³¡¹q¸£¡A½Ð¨ú²M°£ [¨t²Î¤º®e] ±±¨î¥x¶µ¥Øªº [»·ºÝ] ¯Á¤Þ¼ÐÅÒ¤Wªº®Ö¨ú¤è¶ô¡C","Remote Desktop Services","Normal","C:\Windows\System32\svchost.exe -k NetworkService","696","Share Process","Running","Manual","NT Authority\NetworkService","Running","OK","DESKTOP-TC5H5CS"
ï»¿"Themes","Themes","´£¨Ñ¨Ï¥ÎªÌ¸gÅç¥DÃDºÞ²z¡C","Themes","Normal","C:\Windows\System32\svchost.exe -k netsvcs -p","1288","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"TieringEngineService","Storage Tiers Management","³Ì¨Î¤Æ¸ê®Æ¦b¨t²Î¤¤©Ò¦³¤w¶¥¼h¤Æ¤§Àx¦sªÅ¶¡ªºÀx¦s¼h¤Wªº©ñ¸m¤è¦¡¡C","Storage Tiers Management","Normal","C:\Windows\system32\TieringEngineService.exe","0","Own Process","Stopped","Manual","localSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"TimeBrokerSvc","Time Broker","¨ó½Õ WinRT À³¥Îµ{¦¡ªº­I´º¤u§@°õ¦æ¡C¦pªG°±¤î©Î°±¥Î¦¹ªA°È¡A«h¥i¯à¤£·|Ä²µo­I´º¤u§@¡C","Time Broker","Normal","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","1056","Share Process","Running","Manual","NT AUTHORITY\LocalService","Running","OK","DESKTOP-TC5H5CS"
ï»¿"TokenBroker","Web ±b¤áºÞ²z­û","Web ±b¤áºÞ²z­û¨Ï¥Î¤F¦¹ªA°È¨Ó´£¨Ñ³æ¤@µn¤J¨ìÀ³¥Îµ{¦¡»PªA°È¡C","Web ±b¤áºÞ²z­û","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","524","Share Process","Running","Manual","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"TrkWks","Distributed Link Tracking Client","ºûÅ@¹q¸£¤¤©Îºô¸ô¤¤¤£¦P¹q¸£¤§ NTFS ÀÉ®×¶¡ªº³sµ²¡C","Distributed Link Tracking Client","Normal","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","2904","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"TroubleshootingSvc","«ØÄ³ªººÃÃø±Æ¸ÑªA°È","®M¥Î«ØÄ³ªººÃÃø±Æ¸Ñ¡A°w¹ï¤wª¾°ÝÃD±Ò¥Î¦Û°Ê­°§C¡C¦pªG°±¤î¡A±zªº¸Ë¸m±NµLªkÀò±o°w¹ï¸Ë¸m°ÝÃDªº«ØÄ³ºÃÃø±Æ¸Ñ¡C","«ØÄ³ªººÃÃø±Æ¸ÑªA°È","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"TrustedInstaller","Windows Modules Installer","¥i¥H¦w¸Ë¡B­×§ï¥H¤Î²¾°£ Windows §ó·s©M¿ï¥Îªº¤¸¥ó¡C¦pªG°±¥Î¦¹ªA°È¡A«h¦¹¹q¸£ªº¦w¸Ë©Î¸Ñ°£¦w¸Ë Windows §ó·s¥i¯à·|¥¢±Ñ¡C","Windows Modules Installer","Normal","C:\Windows\servicing\TrustedInstaller.exe","0","Own Process","Stopped","Manual","localSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"tzautoupdate","¦Û°Ê®É°Ï§ó·sµ{¦¡","¦Û°Ê³]©w¨t²Î®É°Ï¡C","¦Û°Ê®É°Ï§ó·sµ{¦¡","Normal","C:\Windows\system32\svchost.exe -k LocalService -p","0","Share Process","Stopped","Disabled","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"UevAgentService","User Experience Virtualization Service","´£¨Ñ¹ïÀ³¥Îµ{¦¡»P OS ³]©wº©¹Cªº¤ä´©","User Experience Virtualization Service","Normal","C:\Windows\system32\AgentService.exe","0","Own Process","Stopped","Disabled","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"uhssvc","Microsoft Update Health Service","Maintains Update Health","Microsoft Update Health Service","Normal",""C:\Program Files\Microsoft Update Health Tools\uhssvc.exe"","0","Own Process","Stopped","Disabled","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"UmRdpService","Remote Desktop Services UserMode Port Redirector","¤¹³\­«·s¾É¦V RDP ³s½uªº¦Lªí¾÷/ºÏºÐ¾÷/³s±µ°ð","Remote Desktop Services UserMode Port Redirector","Normal","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","2412","Share Process","Running","Manual","localSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"upnphost","UPnP Device Host","¤¹³\¦b¦¹¹q¸£¤W¸Ë¸ü UPnP ¸Ë¸m¡C¦pªG°±¤î¦¹ªA°È¡A¥ô¦ó¸Ë¸üªº UPnP ¸Ë¸m³£±N°±¤î¹B§@¥BµLªk·s¼W¨ä¥L¸Ë¸üªº¸Ë¸m¡C¦pªG°±¥Î¦¹ªA°È¡A©ú½T¨Ì¦s©ó¦¹ªA°Èªº¥ô¦óªA°È³£±NµLªk±Ò°Ê¡C","UPnP Device Host","Normal","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","0","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"UserManager","User Manager","¨Ï¥ÎªÌºÞ²z­û´£¨Ñ¦h¨Ï¥ÎªÌ¤¬°Ê©Ò»Ýªº°õ¦æ¶¥¬q¤¸¥ó¡C¦pªG°±¤î¦¹ªA°È¡A¬Y¨ÇÀ³¥Îµ{¦¡¥i¯àµLªk¥¿½T¹B§@¡C","User Manager","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","1220","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"UsoSvc","§ó·s Orchestrator ªA°È","ºÞ²z Windows §ó·s¡C¦pªG¤w°±¤î¡A±zªº¸Ë¸m±NµLªk¤U¸ü¨Ã¦w¸Ë³Ì·sªº§ó·s¡C","§ó·s Orchestrator ªA°È","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","4516","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"VacSvc","®e¿n´ú¶q­µ°T¼¶¼gªA°È","¬°²V¦X¹ê¹Ò­µ°T¼ÒÀÀ¶i¦æªÅ¶¡¤ÀªR¡C","®e¿n´ú¶q­µ°T¼¶¼gªA°È","Normal","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","0","Own Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"VaultSvc","Credential Manager","´£¨Ñ¨Ï¥ÎªÌ¦w¥þÀx¦s¥H¤ÎÂ^¨ú»{ÃÒ¡BÀ³¥Îµ{¦¡¥H¤Î¦w¥þ©ÊªA°È«Ê¸Ë¡C","Credential Manager","Normal","C:\Windows\system32\lsass.exe","672","Share Process","Running","Manual","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"vds","Virtual Disk","´£¨ÑºÏºÐ¡BºÏºÐ°Ï¡BÀÉ®×¨t²Î»P¦s©ñ¸Ë¸m°}¦CªººÞ²zªA°È¡C","Virtual Disk","Normal","C:\Windows\System32\vds.exe","0","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"VGAuthService","VMware Alias Manager and Ticket Service","Alias Manager and Ticket Service","VMware Alias Manager and Ticket Service","Normal",""C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe"","3000","Own Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"vmicguestinterface","Hyper-V Guest Service Interface","´£¨Ñ¤¶­±¨Ñ Hyper-V ¥D¾÷»PµêÀÀ¾÷¾¹¤¤°õ¦æªº¯S©wªA°È¤¬°Ê¡C","Hyper-V Guest Service Interface","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"vmicheartbeat","Hyper-V Heartbeat Service","©w´Á³ø§i¬¡°Ê°T¸¹¨ÓºÊµø¦¹µêÀÀ¾÷¾¹ªºª¬ºA¡C¦¹ªA°È¥i¨ó§U±zÃÑ§O¤w°±¤î¦^À³ªº°õ¦æ¤¤µêÀÀ¾÷¾¹¡C","Hyper-V Heartbeat Service","Normal","C:\Windows\system32\svchost.exe -k ICService -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"vmickvpexchange","Hyper-V Data Exchange Service","´£¨Ñ¤@ºØ¾÷¨î¡A¥H«K¦bµêÀÀ¾÷¾¹¤Î¹êÅé¹q¸£¤W°õ¦æ¤§§@·~¨t²Î¶¡¥æ´«¸ê®Æ¡C","Hyper-V Data Exchange Service","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"vmicrdv","Hyper-V Remote Desktop Virtualization Service","´£¨Ñ¥­¥x¡AÅýµêÀÀ¾÷¾¹»P¦b¹êÅé¹q¸£¤W°õ¦æªº§@·~¨t²Î©¼¦¹³q°T¡C","Hyper-V Remote Desktop Virtualization Service","Normal","C:\Windows\system32\svchost.exe -k ICService -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"vmicshutdown","Hyper-V Guest Shutdown Service","´£¨Ñ±q¹êÅé¹q¸£ªººÞ²z¤¶­±Ãö³¬³o­ÓµêÀÀ¾÷¾¹¤§§@·~¨t²Îªº¾÷¨î¡C","Hyper-V Guest Shutdown Service","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"vmictimesync","Hyper-V Time Synchronization Service","¦P¨B¤Æ³o­ÓµêÀÀ¾÷¾¹»P¹êÅé¹q¸£ªº¨t²Î®É¶¡¡C","Hyper-V Time Synchronization Service","Normal","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","0","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"vmicvmsession","Hyper-V PowerShell Direct Service","´£¨Ñ¦b¨S¦³µêÀÀºô¸ôªº±¡ªp¤U³z¹L VM ¤u§@¶¥¬q·f°t PowerShell ºÞ²zµêÀÀ¾÷¾¹ªº¾÷¨î¡C","Hyper-V PowerShell Direct Service","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"vmicvss","Hyper-V Volume Shadow Copy Requestor","¨ó½ÕºÏºÐ°Ï³±¼v½Æ»sªA°È©Ò»Ýªº³q°T¡A¥H«K±q¹êÅé¹q¸£ªº§@·~¨t²Î±NÀ³¥Îµ{¦¡»P¸ê®Æ³Æ¥÷¨ì³o­ÓµêÀÀ¾÷¾¹¡C","Hyper-V Volume Shadow Copy Requestor","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","0","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"VMTools","VMware Tools","¤ä´©¦b¥D¾÷©M«ÈÅé§@·~¨t²Î¤§¶¡¦P¨Bª«¥ó¡C","VMware Tools","Normal",""C:\Program Files\VMware\VMware Tools\vmtoolsd.exe"","2992","Own Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS"
ï»¿"vmvss","VMware Snapshot Provider","VMware Snapshot Provider","VMware Snapshot Provider","Normal","C:\Windows\system32\dllhost.exe /Processid:{2165EAEA-6B97-4469-B68E-C260B2EC62BB}","0","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"VMwareCAFCommAmqpListener","VMware CAF AMQP Communication Service","VMware Common Agent AMQP Communication Service","VMware CAF AMQP Communication Service","Normal",""C:\Program Files\VMware\VMware Tools\VMware CAF\pme\bin\CommAmqpListener.exe"","0","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
ï»¿"VMwareCAFManagementAgentHost","VMware CAF Management Agent Service","VMware Common Agent Management Agent Service","VMware CAF Management Agent Service","Normal",""C:\Program Files\VMware\VMware Tools\VMware CAF\pme\bin\ManagementAgentHost.exe"","0","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS"
