"name","caption","description","displayname","errorcontrol","pathname","creationclassname","servicetype","started","startmode","startname","state","status","systemname","acceptpause","acceptstop"
ï»¿"SmsRouter","Microsoft Windows SMS ¸ô¥Ñ¾¹ªA°È¡C","®Ú¾Ú³W«h±N°T®§¸ô¥Ñ¨ì¾A·íªº¥Î¤áºÝ¡C","Microsoft Windows SMS ¸ô¥Ñ¾¹ªA°È¡C","Normal","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Win32_Service","Share Process","Stopped","Manual","NT Authority\LocalService","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"SNMPTRAP","SNMP ³]³´","±µ¦¬¥Ñ¥»¾÷©Î»·ºÝÂ²©öºô¸ôºÞ²z³q°T¨ó©w (SNMP) ¥N²zµ{¦¡©Ò²£¥Íªº³´¨À°T®§¡A¨ÃÂà°e¸Ó°T®§µ¹¦b³o­Ó¹q¸£¤W°õ¦æ¤¤ªº SNMP ºÞ²zµ{¦¡¡C¦pªG³o­ÓªA°È³Q°±¤î¡A³o­Ó¹q¸£¤W SNMP ¬°¥Dªºµ{¦¡±N¤£±µ¦¬ SNMP ³´¨À°T®§¡C¦pªG³o­ÓªA°È³Q°±¥Î¡A¥ô¦ó©ú½T¨Ì¦s©ó¥¦ªºªA°È±NµLªk±Ò°Ê¡C","SNMP ³]³´","Normal","C:\Windows\System32\snmptrap.exe","Win32_Service","Own Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"spectrum","Windows ·Pª¾ªA°È","¨ÏªÅ¶¡·Pª¾¡AªÅ¶¡¿é¤J©M¥þ®§ÂàÄ¶¡C","Windows ·Pª¾ªA°È","Normal","C:\Windows\system32\spectrum.exe","Win32_Service","Own Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"Spooler","Print Spooler","¦¹ªA°È·|¦h¤u½w½Ä³B²z¦C¦L¤u§@¡A¨Ã³B²z»P¦Lªí¾÷ªº¤¬°Ê¡C¦pªG±zÃö³¬¦¹ªA°È¡A±NµLªk¦C¦L©Î¬Ý¨£±zªº¦Lªí¾÷¡C","Print Spooler","Normal","C:\Windows\System32\spoolsv.exe","Win32_Service","Own Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"sppsvc","Software Protection","°w¹ï Windows ¤Î Windows À³¥Îµ{¦¡¡A±Ò¥Î¼Æ¦ì±ÂÅvªº¤U¸ü¡B¦w¸Ë¤Î±j¨î°õ¦æ¥\¯à¡C¦pªG°±¥Î¸ÓªA°È¡A§@·~¨t²Î¤Î¤w±ÂÅvªºÀ³¥Îµ{¦¡¥i¯à·|¥H³qª¾¼Ò¦¡¨Ó°õ¦æ¡C±j¯P«ØÄ³¤£­n°±¥Î³nÅé«OÅ@ªA°È¡C","Software Protection","Normal","C:\Windows\system32\sppsvc.exe","Win32_Service","Own Process","Stopped","Auto","NT AUTHORITY\NetworkService","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"SQLWriter","SQL Server VSS Writer","Provides the interface to backup/restore Microsoft SQL server through the Windows VSS infrastructure.","SQL Server VSS Writer","Normal",""C:\Program Files\Microsoft SQL Server\90\Shared\sqlwriter.exe"","Win32_Service","Own Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"SSDPSRV","SSDP Discovery","±´¯Á¨Ï¥Î SSDP ±´¯Á³q°T¨ó©w¥B¤w³s¤Wºô¸ôªº¸Ë¸m¤ÎªA°È¡A¨Ò¦p UPnP ¸Ë¸m¡CÁÙ·|«Å§i¦b¥»¾÷¹q¸£¤W°õ¦æªº SSDP ¸Ë¸m¤ÎªA°È¡C¦pªG°±¤î¦¹ªA°È¡A±N·|µLªk±´¯Á SSDP «¬ªº¸Ë¸m¡C¦pªG³o­ÓªA°È¤w°±¥Î¡A©Ò¦³¨Ì¦s©ó¥¦ªºªA°È³£±NµLªk±Ò°Ê¡C","SSDP Discovery","Normal","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","Win32_Service","Share Process","Running","Manual","NT AUTHORITY\LocalService","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"ssh-agent","OpenSSH Authentication Agent","Agent to hold private keys used for public key authentication.","OpenSSH Authentication Agent","Normal","C:\Windows\System32\OpenSSH\ssh-agent.exe","Win32_Service","Own Process","Stopped","Disabled","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"SstpSvc","Secure Socket Tunneling Protocol Service","´£¨Ñ¦w¥þ³q°TºÝ³q¹D³q°T¨ó©w (SSTP) ¨Ï¥Î VPN ³s½u¨ì»·ºÝ¹q¸£ªº¤ä´©¡C¦pªG°±¥Î¦¹ªA°È¡A¨Ï¥ÎªÌ±NµLªk¨Ï¥Î SSTP ¦s¨ú»·ºÝ¦øªA¾¹¡C","Secure Socket Tunneling Protocol Service","Normal","C:\Windows\system32\svchost.exe -k LocalService -p","Win32_Service","Share Process","Running","Manual","NT Authority\LocalService","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"StateRepository","State Repository Service","¬°À³¥Îµ{¦¡¼Ò«¬´£¨Ñ¥²­nªº°òÂ¦µ²ºc¤ä´©¡C","State Repository Service","Normal","C:\Windows\system32\svchost.exe -k appmodel -p","Win32_Service","Share Process","Running","Manual","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"stisvc","Windows Image Acquisition (WIA)","¬°±½´y¾¹»P¼Æ¦ì¬Û¾÷´£¨Ñ¼v¹³Â^¨úªA°È","Windows Image Acquisition (WIA)","Normal","C:\Windows\system32\svchost.exe -k imgsvc","Win32_Service","Own Process","Stopped","Manual","NT Authority\LocalService","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"StorSvc","Storage Service","´£¨Ñ¬°Àx¦sªÅ¶¡³]©w»P¥~³¡Àx¦sªÅ¶¡ÂX¥R±Ò¥ÎªA°Èªº¥\¯à","Storage Service","Normal","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Win32_Service","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"svsvc","Spot Verifier","ÀË¬d¥i¯àªºÀÉ®×¨t²Î·l·´¡C","Spot Verifier","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"swprv","Microsoft Software Shadow Copy Provider","ºÞ²zºÏºÐ°Ï³±¼v½Æ»sªA°È©Ò¨ú±oªº¥H³nÅé¬°¥DªººÏºÐ°Ï³±¼v½Æ»s¡C¦pªG°±¤î³o­ÓªA°È¡A´NµLªkºÞ²z¥H³nÅé¬°¥DªººÏºÐ°Ï³±¼v½Æ»s¡C¦pªG°±¥Î³o­ÓªA°È¡A¥ô¦ó©ú½T¨Ì¦s©ó¥¦ªºªA°È±NµLªk±Ò°Ê¡C","Microsoft Software Shadow Copy Provider","Normal","C:\Windows\System32\svchost.exe -k swprv","Win32_Service","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"SysMain","SysMain","ºûÅ@©M§ï¶i¤@¬q®É¶¡«áªº¨t²Î®Ä¯à¡C","SysMain","Ignore","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Win32_Service","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"SystemEventsBroker","System Events Broker","¨ó½Õ WinRT À³¥Îµ{¦¡ªº­I´º¤u§@°õ¦æ¡C¦pªG°±¤î©Î°±¥Î¦¹ªA°È¡A«h¥i¯à¤£·|Ä²µo­I´º¤u§@¡C","System Events Broker","Normal","C:\Windows\system32\svchost.exe -k DcomLaunch -p","Win32_Service","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"TabletInputService","Touch Keyboard and Handwriting Panel Service","±Ò¥ÎÄ²±±¦¡Áä½L©M¤â¼g­±ªO¤Îµ§¸ñ¥\¯à","Touch Keyboard and Handwriting Panel Service","Normal","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Win32_Service","Share Process","Running","Manual","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"TapiSrv","Telephony","¬°µ{¦¡´£¨Ñ¹q¸Ü»y­µ API (TAPI) ¤ä´©¡AÅýµ{¦¡¥i¥H±±¨î¥»¾÷¹q¸£¤Wªº¹q¸Ü»y­µ¸Ë¸m¡A©Î³z¹L°Ï°ìºô¸ô±±¨î¤]¦P®É°õ¦æ¸ÓªA°È¤§¦øªA¾¹¤Wªº¹q¸Ü»y­µ¸Ë¸m¡C","Telephony","Normal","C:\Windows\System32\svchost.exe -k NetworkService -p","Win32_Service","Share Process","Stopped","Manual","NT AUTHORITY\NetworkService","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"TermService","Remote Desktop Services","¤¹³\¨Ï¥ÎªÌ¥H¤¬°Ê¤è¦¡³s½u¨ì»·ºÝ¹q¸£¡C»·ºÝ®à­±¤Î»·ºÝ®à­±¤u§@¶¥¬q¥D¾÷¦øªA¾¹³£»Ý­n¨Ì¿à¦¹ªA°È¡C­Y­nÁ×§K±q»·ºÝ¨Ï¥Î³o³¡¹q¸£¡A½Ð¨ú²M°£ [¨t²Î¤º®e] ±±¨î¥x¶µ¥Øªº [»·ºÝ] ¯Á¤Þ¼ÐÅÒ¤Wªº®Ö¨ú¤è¶ô¡C","Remote Desktop Services","Normal","C:\Windows\System32\svchost.exe -k NetworkService","Win32_Service","Share Process","Running","Manual","NT Authority\NetworkService","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"Themes","Themes","´£¨Ñ¨Ï¥ÎªÌ¸gÅç¥DÃDºÞ²z¡C","Themes","Normal","C:\Windows\System32\svchost.exe -k netsvcs -p","Win32_Service","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"TieringEngineService","Storage Tiers Management","³Ì¨Î¤Æ¸ê®Æ¦b¨t²Î¤¤©Ò¦³¤w¶¥¼h¤Æ¤§Àx¦sªÅ¶¡ªºÀx¦s¼h¤Wªº©ñ¸m¤è¦¡¡C","Storage Tiers Management","Normal","C:\Windows\system32\TieringEngineService.exe","Win32_Service","Own Process","Stopped","Manual","localSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"TimeBrokerSvc","Time Broker","¨ó½Õ WinRT À³¥Îµ{¦¡ªº­I´º¤u§@°õ¦æ¡C¦pªG°±¤î©Î°±¥Î¦¹ªA°È¡A«h¥i¯à¤£·|Ä²µo­I´º¤u§@¡C","Time Broker","Normal","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Win32_Service","Share Process","Running","Manual","NT AUTHORITY\LocalService","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"TokenBroker","Web ±b¤áºÞ²z­û","Web ±b¤áºÞ²z­û¨Ï¥Î¤F¦¹ªA°È¨Ó´£¨Ñ³æ¤@µn¤J¨ìÀ³¥Îµ{¦¡»PªA°È¡C","Web ±b¤áºÞ²z­û","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","Win32_Service","Share Process","Running","Manual","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"TrkWks","Distributed Link Tracking Client","ºûÅ@¹q¸£¤¤©Îºô¸ô¤¤¤£¦P¹q¸£¤§ NTFS ÀÉ®×¶¡ªº³sµ²¡C","Distributed Link Tracking Client","Normal","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Win32_Service","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"TroubleshootingSvc","«ØÄ³ªººÃÃø±Æ¸ÑªA°È","®M¥Î«ØÄ³ªººÃÃø±Æ¸Ñ¡A°w¹ï¤wª¾°ÝÃD±Ò¥Î¦Û°Ê­°§C¡C¦pªG°±¤î¡A±zªº¸Ë¸m±NµLªkÀò±o°w¹ï¸Ë¸m°ÝÃDªº«ØÄ³ºÃÃø±Æ¸Ñ¡C","«ØÄ³ªººÃÃø±Æ¸ÑªA°È","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"TrustedInstaller","Windows Modules Installer","¥i¥H¦w¸Ë¡B­×§ï¥H¤Î²¾°£ Windows §ó·s©M¿ï¥Îªº¤¸¥ó¡C¦pªG°±¥Î¦¹ªA°È¡A«h¦¹¹q¸£ªº¦w¸Ë©Î¸Ñ°£¦w¸Ë Windows §ó·s¥i¯à·|¥¢±Ñ¡C","Windows Modules Installer","Normal","C:\Windows\servicing\TrustedInstaller.exe","Win32_Service","Own Process","Stopped","Manual","localSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"tzautoupdate","¦Û°Ê®É°Ï§ó·sµ{¦¡","¦Û°Ê³]©w¨t²Î®É°Ï¡C","¦Û°Ê®É°Ï§ó·sµ{¦¡","Normal","C:\Windows\system32\svchost.exe -k LocalService -p","Win32_Service","Share Process","Stopped","Disabled","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"UevAgentService","User Experience Virtualization Service","´£¨Ñ¹ïÀ³¥Îµ{¦¡»P OS ³]©wº©¹Cªº¤ä´©","User Experience Virtualization Service","Normal","C:\Windows\system32\AgentService.exe","Win32_Service","Own Process","Stopped","Disabled","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"uhssvc","Microsoft Update Health Service","Maintains Update Health","Microsoft Update Health Service","Normal",""C:\Program Files\Microsoft Update Health Tools\uhssvc.exe"","Win32_Service","Own Process","Stopped","Disabled","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"UmRdpService","Remote Desktop Services UserMode Port Redirector","¤¹³\­«·s¾É¦V RDP ³s½uªº¦Lªí¾÷/ºÏºÐ¾÷/³s±µ°ð","Remote Desktop Services UserMode Port Redirector","Normal","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Win32_Service","Share Process","Running","Manual","localSystem","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"upnphost","UPnP Device Host","¤¹³\¦b¦¹¹q¸£¤W¸Ë¸ü UPnP ¸Ë¸m¡C¦pªG°±¤î¦¹ªA°È¡A¥ô¦ó¸Ë¸üªº UPnP ¸Ë¸m³£±N°±¤î¹B§@¥BµLªk·s¼W¨ä¥L¸Ë¸üªº¸Ë¸m¡C¦pªG°±¥Î¦¹ªA°È¡A©ú½T¨Ì¦s©ó¦¹ªA°Èªº¥ô¦óªA°È³£±NµLªk±Ò°Ê¡C","UPnP Device Host","Normal","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","Win32_Service","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"UserManager","User Manager","¨Ï¥ÎªÌºÞ²z­û´£¨Ñ¦h¨Ï¥ÎªÌ¤¬°Ê©Ò»Ýªº°õ¦æ¶¥¬q¤¸¥ó¡C¦pªG°±¤î¦¹ªA°È¡A¬Y¨ÇÀ³¥Îµ{¦¡¥i¯àµLªk¥¿½T¹B§@¡C","User Manager","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","Win32_Service","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"UsoSvc","§ó·s Orchestrator ªA°È","ºÞ²z Windows §ó·s¡C¦pªG¤w°±¤î¡A±zªº¸Ë¸m±NµLªk¤U¸ü¨Ã¦w¸Ë³Ì·sªº§ó·s¡C","§ó·s Orchestrator ªA°È","Normal","C:\Windows\system32\svchost.exe -k netsvcs -p","Win32_Service","Share Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"VacSvc","®e¿n´ú¶q­µ°T¼¶¼gªA°È","¬°²V¦X¹ê¹Ò­µ°T¼ÒÀÀ¶i¦æªÅ¶¡¤ÀªR¡C","®e¿n´ú¶q­µ°T¼¶¼gªA°È","Normal","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","Win32_Service","Own Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"VaultSvc","Credential Manager","´£¨Ñ¨Ï¥ÎªÌ¦w¥þÀx¦s¥H¤ÎÂ^¨ú»{ÃÒ¡BÀ³¥Îµ{¦¡¥H¤Î¦w¥þ©ÊªA°È«Ê¸Ë¡C","Credential Manager","Normal","C:\Windows\system32\lsass.exe","Win32_Service","Share Process","Running","Manual","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"vds","Virtual Disk","´£¨ÑºÏºÐ¡BºÏºÐ°Ï¡BÀÉ®×¨t²Î»P¦s©ñ¸Ë¸m°}¦CªººÞ²zªA°È¡C","Virtual Disk","Normal","C:\Windows\System32\vds.exe","Win32_Service","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"VGAuthService","VMware Alias Manager and Ticket Service","Alias Manager and Ticket Service","VMware Alias Manager and Ticket Service","Normal",""C:\Program Files\VMware\VMware Tools\VMware VGAuth\VGAuthService.exe"","Win32_Service","Own Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"vmicguestinterface","Hyper-V Guest Service Interface","´£¨Ñ¤¶­±¨Ñ Hyper-V ¥D¾÷»PµêÀÀ¾÷¾¹¤¤°õ¦æªº¯S©wªA°È¤¬°Ê¡C","Hyper-V Guest Service Interface","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"vmicheartbeat","Hyper-V Heartbeat Service","©w´Á³ø§i¬¡°Ê°T¸¹¨ÓºÊµø¦¹µêÀÀ¾÷¾¹ªºª¬ºA¡C¦¹ªA°È¥i¨ó§U±zÃÑ§O¤w°±¤î¦^À³ªº°õ¦æ¤¤µêÀÀ¾÷¾¹¡C","Hyper-V Heartbeat Service","Normal","C:\Windows\system32\svchost.exe -k ICService -p","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"vmickvpexchange","Hyper-V Data Exchange Service","´£¨Ñ¤@ºØ¾÷¨î¡A¥H«K¦bµêÀÀ¾÷¾¹¤Î¹êÅé¹q¸£¤W°õ¦æ¤§§@·~¨t²Î¶¡¥æ´«¸ê®Æ¡C","Hyper-V Data Exchange Service","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"vmicrdv","Hyper-V Remote Desktop Virtualization Service","´£¨Ñ¥­¥x¡AÅýµêÀÀ¾÷¾¹»P¦b¹êÅé¹q¸£¤W°õ¦æªº§@·~¨t²Î©¼¦¹³q°T¡C","Hyper-V Remote Desktop Virtualization Service","Normal","C:\Windows\system32\svchost.exe -k ICService -p","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"vmicshutdown","Hyper-V Guest Shutdown Service","´£¨Ñ±q¹êÅé¹q¸£ªººÞ²z¤¶­±Ãö³¬³o­ÓµêÀÀ¾÷¾¹¤§§@·~¨t²Îªº¾÷¨î¡C","Hyper-V Guest Shutdown Service","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"vmictimesync","Hyper-V Time Synchronization Service","¦P¨B¤Æ³o­ÓµêÀÀ¾÷¾¹»P¹êÅé¹q¸£ªº¨t²Î®É¶¡¡C","Hyper-V Time Synchronization Service","Normal","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Win32_Service","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"vmicvmsession","Hyper-V PowerShell Direct Service","´£¨Ñ¦b¨S¦³µêÀÀºô¸ôªº±¡ªp¤U³z¹L VM ¤u§@¶¥¬q·f°t PowerShell ºÞ²zµêÀÀ¾÷¾¹ªº¾÷¨î¡C","Hyper-V PowerShell Direct Service","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"vmicvss","Hyper-V Volume Shadow Copy Requestor","¨ó½ÕºÏºÐ°Ï³±¼v½Æ»sªA°È©Ò»Ýªº³q°T¡A¥H«K±q¹êÅé¹q¸£ªº§@·~¨t²Î±NÀ³¥Îµ{¦¡»P¸ê®Æ³Æ¥÷¨ì³o­ÓµêÀÀ¾÷¾¹¡C","Hyper-V Volume Shadow Copy Requestor","Normal","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"VMTools","VMware Tools","¤ä´©¦b¥D¾÷©M«ÈÅé§@·~¨t²Î¤§¶¡¦P¨Bª«¥ó¡C","VMware Tools","Normal",""C:\Program Files\VMware\VMware Tools\vmtoolsd.exe"","Win32_Service","Own Process","Running","Auto","LocalSystem","Running","OK","DESKTOP-TC5H5CS","Yes","Yes"
ï»¿"vmvss","VMware Snapshot Provider","VMware Snapshot Provider","VMware Snapshot Provider","Normal","C:\Windows\system32\dllhost.exe /Processid:{2165EAEA-6B97-4469-B68E-C260B2EC62BB}","Win32_Service","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"VMwareCAFCommAmqpListener","VMware CAF AMQP Communication Service","VMware Common Agent AMQP Communication Service","VMware CAF AMQP Communication Service","Normal",""C:\Program Files\VMware\VMware Tools\VMware CAF\pme\bin\CommAmqpListener.exe"","Win32_Service","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"VMwareCAFManagementAgentHost","VMware CAF Management Agent Service","VMware Common Agent Management Agent Service","VMware CAF Management Agent Service","Normal",""C:\Program Files\VMware\VMware Tools\VMware CAF\pme\bin\ManagementAgentHost.exe"","Win32_Service","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"VSS","Volume Shadow Copy","ºÞ²z¤Î°õ¦æ¥Î©ó³Æ¥÷©M¨ä¥L¥ØªºªººÏºÐ°Ï³±¼v½Æ»s¡C¦pªG³o­ÓªA°È³Q°±¤î¡A³±¼v½Æ»s±NµLªk¥Î©ó³Æ¥÷¡A³Æ¥÷¥i¯à·|¥¢±Ñ¡C¦pªG³o­ÓªA°È³Q°±¥Î¡A¥ô¦ó©ú½T¨Ì¦s©ó¥¦ªºªA°È±NµLªk±Ò°Ê¡C","Volume Shadow Copy","Normal","C:\Windows\system32\vssvc.exe","Win32_Service","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"VSStandardCollectorService150","Visual Studio Standard Collector Service 150","Visual Studio Data Collection Service. When running, this service collects real-time ETW events and processes them.","Visual Studio Standard Collector Service 150","Ignore",""C:\Program Files (x86)\Microsoft Visual Studio\Shared\Common\DiagnosticsHub.Collection.Service\StandardCollector.Service.exe"","Win32_Service","Own Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"W32Time","Windows Time","ºûÅ@¦bºô¸ô¤W©Ò¦³¥Î¤áºÝ¤Î¦øªA¾¹ªº¸ê®Æ¤Î®É¶¡¦P¨B³B²z¡C¦pªG³o­ÓªA°È°±¤î¡A±NµLªk¶i¦æ¤é´Á©M®É¶¡¦P¨B³B²z¡C¦pªG³o­ÓªA°È³Q°±¥Î¡A©Ò¦³¨Ì¦sªºªA°È³£·|°±¤î¡C","Windows Time","Normal","C:\Windows\system32\svchost.exe -k LocalService","Win32_Service","Share Process","Stopped","Manual","NT AUTHORITY\LocalService","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"WaaSMedicSvc","Windows Update Medic ªA°È","±Ò¥Î Windows Update ¤¸¥óªº­×´_©M«OÅ@¡C","Windows Update Medic ªA°È","Normal","C:\Windows\system32\svchost.exe -k wusvcs -p","Win32_Service","Share Process","Running","Manual","LocalSystem","Running","OK","DESKTOP-TC5H5CS","No","Yes"
ï»¿"WalletService","WalletService","¸Ë¸ü¥Ñ¹q¤l¿ú¥]¤§¥Î¤áºÝ¨Ï¥Îªºª«¥ó","WalletService","Ignore","C:\Windows\System32\svchost.exe -k appmodel -p","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"WarpJITSvc","WarpJITSvc","Provides a JIT out of process service for WARP when running with ACG enabled.","WarpJITSvc","Ignore","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted","Win32_Service","Own Process","Stopped","Manual","NT Authority\LocalService","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"wbengine","Block Level Backup Engine Service","WBENGINE ªA°È¥iÅý Windows ³Æ¥÷°õ¦æ³Æ¥÷¤Î­×´_¾Þ§@¡C¦pªG¨Ï¥ÎªÌ°±¤î¦¹ªA°È¡A¥i¯à·|¾É­P¥Ø«e¥¿¦b°õ¦æªº³Æ¥÷©Î­×´_¾Þ§@¥¢±Ñ¡C°±¥Î¦¹ªA°È¡A«h·|°±¥Î¦b³o³¡¹q¸£¤W¨Ï¥Î Windows ³Æ¥÷¶i¦æªº³Æ¥÷¤Î­×´_¾Þ§@¡C","Block Level Backup Engine Service","Normal",""C:\Windows\system32\wbengine.exe"","Win32_Service","Own Process","Stopped","Manual","localSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
ï»¿"WbioSrvc","Windows Biometric Service","Windows ¥Íª«¯S¼x¿ëÃÑ§OªA°È¥i¥HÅý¥Î¤áºÝÀ³¥Îµ{¦¡§ì¨ú¡B¤ñ¸û¡B¾ÞÁa¥H¤ÎÀx¦s¥Íª«¯S¼x¿ëÃÑ¸ê®Æ¡AµL¶·ª½±µ¦s¨ú¥ô¦ó¥Íª«¯S¼x¿ëÃÑµwÅé©Î¼Ë¥»¡CªA°È¬O¦b¨ã¯S®íÅv­­ªº SVCHOST ³B²zµ{§Ç¤¤¥NºÞªº¡C","Windows Biometric Service","Normal","C:\Windows\system32\svchost.exe -k WbioSvcGroup","Win32_Service","Share Process","Stopped","Manual","LocalSystem","Stopped","OK","DESKTOP-TC5H5CS","No","No"
